date,area_I_0,area_O_0,area_I_1,area_O_1,area_I_2,area_O_2,area_I_3,area_O_3,area_I_4,area_O_4,area_I_5,area_O_5,area_I_6,area_O_6,area_I_7,area_O_7,area_I_8,area_O_8,area_I_9,area_O_9,area_I_10,area_O_10,area_I_11,area_O_11,area_I_12,area_O_12,area_I_13,area_O_13,area_I_14,area_O_14,area_I_15,area_O_15,area_I_16,area_O_16,area_I_17,area_O_17,area_I_18,area_O_18,area_I_19,area_O_19,area_I_20,area_O_20,area_I_21,area_O_21,area_I_22,area_O_22,area_I_23,area_O_23,area_I_24,area_O_24,area_I_25,area_O_25,area_I_26,area_O_26,area_I_27,area_O_27,area_I_28,area_O_28,area_I_29,area_O_29,area_I_30,area_O_30,area_I_31,area_O_31,area_I_32,area_O_32,area_I_33,area_O_33,area_I_34,area_O_34,area_I_35,area_O_35,area_I_36,area_O_36,area_I_37,area_O_37,area_I_38,area_O_38,area_I_39,area_O_39,area_I_40,area_O_40,area_I_41,area_O_41,area_I_42,area_O_42,area_I_43,area_O_43,area_I_44,area_O_44,area_I_45,area_O_45,area_I_46,area_O_46,area_I_47,area_O_47,area_I_48,area_O_48,area_I_49,area_O_49,area_I_50,area_O_50,area_I_51,area_O_51,area_I_52,area_O_52,area_I_53,area_O_53,area_I_54,area_O_54,area_I_55,area_O_55,area_I_56,area_O_56,area_I_57,area_O_57,area_I_58,area_O_58,area_I_59,area_O_59,area_I_60,area_O_60,area_I_61,area_O_61,area_I_62,area_O_62,area_I_63,area_O_63,area_I_64,area_O_64,area_I_65,area_O_65,area_I_66,area_O_66,area_I_67,area_O_67,area_I_68,area_O_68,area_I_69,area_O_69
2014-03-15T00:00:01,23,19,4,10,7,4,23,16,38,41,4,3,0,6,5,8,6,6,18,16,50,35,28,22,3,3,7,13,18,7,3,3,3,7,16,13,17,22,2,3,14,23,14,27,8,1,11,19,23,26,15,8,14,17,1,2,7,12,2,4,10,4,9,10,19,20,15,8,4,3,7,2,0,0,0,0,1,1,1,1,1,2,0,0,2,1,2,4,2,4,0,0,3,3,2,2,0,1,1,2,3,2,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,3,2,6,5,1,2,2,4,2,1,1,1,7,7,0,0,0,0,0,0,0,0
2014-07-18T00:00:01,109,83,64,54,10,9,46,56,42,33,40,53,11,20,9,12,16,10,36,34,53,46,52,51,27,27,24,32,20,20,27,29,23,20,19,17,19,28,24,23,51,54,14,23,14,21,15,22,32,22,26,23,22,13,27,29,19,15,23,16,28,27,26,27,20,31,27,31,19,23,0,23,2,3,8,9,7,5,0,4,1,0,3,1,9,4,5,1,2,1,2,2,10,5,9,5,0,1,4,1,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,3,6,3,3,6,0,1,2,3,12,12,5,5,5,3,3,4,2,1,6,5,6,8
2014-08-27T00:00:01,164,113,65,60,7,5,57,62,63,67,53,55,31,35,13,21,12,9,52,52,56,47,79,67,37,52,35,40,20,31,35,34,20,23,24,24,17,28,38,32,75,73,22,28,12,18,30,27,41,42,37,37,22,15,29,28,18,20,30,26,33,21,34,32,9,33,46,44,20,35,16,22,3,2,6,5,9,9,3,2,3,4,4,1,6,10,4,2,4,1,1,1,0,1,1,3,6,5,4,6,6,2,4,3,1,1,0,0,0,0,2,2,0,1,2,2,5,7,2,4,5,4,3,2,2,0,17,13,3,3,6,6,8,7,0,5,3,3,1,1
2014-08-12T00:00:01,151,99,77,69,4,5,56,56,0,60,54,51,24,28,16,21,13,11,56,46,74,57,63,51,36,37,56,41,20,26,24,24,18,22,17,20,22,27,20,21,63,48,14,33,14,16,22,30,48,37,39,30,26,29,28,30,19,22,41,29,33,30,23,25,15,34,39,36,10,34,25,20,2,2,7,8,10,8,2,4,1,4,3,5,3,7,0,2,6,2,5,3,8,10,3,3,3,4,2,2,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,2,3,3,3,5,3,3,2,3,20,15,4,5,6,6,9,7,0,6,4,3,4,5
2014-08-29T00:00:01,133,87,51,66,10,6,36,47,65,70,40,64,19,23,12,12,13,12,52,33,66,60,69,75,27,27,30,45,25,30,51,47,21,15,16,15,1,25,17,15,52,37,10,19,21,16,28,31,35,32,38,39,17,15,25,29,30,25,21,19,20,18,24,17,13,18,37,30,19,25,13,12,4,4,4,6,3,3,3,3,2,4,5,8,5,7,4,4,5,3,1,0,0,5,4,1,6,4,6,3,4,2,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5,1,3,3,0,3,0,1,0,0,11,13,0,2,7,5,5,4,0,3,3,0,1,0
2014-07-23T00:00:01,152,109,69,51,2,6,59,65,50,50,44,52,19,17,16,17,12,11,54,40,62,56,54,49,25,36,40,56,27,27,26,23,27,27,24,27,23,27,22,23,67,38,22,28,15,22,25,32,41,47,49,40,20,12,29,31,24,21,30,24,16,22,20,22,13,30,32,30,0,42,25,20,3,3,5,9,10,7,1,3,5,6,2,4,5,6,4,5,3,2,2,1,8,6,3,2,2,4,9,10,4,3,3,3,0,0,1,0,1,1,1,1,0,1,0,0,6,6,2,2,5,4,1,1,0,1,15,15,7,6,7,7,3,4,6,6,6,6,1,1
2014-03-22T00:00:01,19,15,5,2,3,3,13,9,37,37,3,3,5,4,4,3,8,3,7,6,44,30,11,9,3,11,9,8,6,11,2,5,4,4,8,11,12,11,2,4,12,18,6,6,3,3,14,13,24,17,21,19,17,21,12,12,4,18,4,2,7,1,5,6,18,22,8,10,4,7,4,2,0,0,0,0,5,4,6,6,3,2,2,1,3,3,3,3,5,6,0,1,5,5,1,4,0,0,3,3,2,2,3,3,1,1,0,0,0,0,1,1,0,0,0,0,5,3,1,2,0,1,1,0,1,2,0,0,2,2,0,0,0,0,4,4,0,0,0,0
2014-07-01T00:00:01,149,110,37,64,5,3,49,47,58,52,49,52,17,19,11,21,15,9,50,38,37,29,58,51,22,33,33,35,21,19,22,26,20,21,17,15,18,23,22,27,55,49,0,21,16,9,16,21,47,40,39,26,15,17,19,20,23,18,18,21,26,19,26,27,9,26,34,30,19,34,23,22,3,4,6,6,10,7,3,6,1,1,0,0,2,4,4,4,6,6,2,1,2,3,4,4,3,6,5,5,6,1,0,3,1,0,1,0,0,0,1,0,1,1,1,1,4,2,0,1,2,2,1,1,1,2,14,17,8,8,7,5,1,3,4,2,7,6,5,5
2014-05-15T00:00:01,132,96,57,56,0,10,34,36,58,48,42,45,11,16,8,17,10,8,47,37,44,32,55,50,23,41,30,31,25,32,25,24,24,19,20,17,22,34,24,22,52,46,20,21,24,17,21,15,9,36,47,34,24,29,26,24,23,24,22,21,37,27,20,21,13,29,28,27,19,34,24,21,3,3,4,5,7,11,3,2,3,1,4,5,0,6,4,2,2,1,2,4,8,5,3,3,3,4,3,2,3,1,2,2,0,0,0,0,0,0,1,2,0,0,8,7,2,4,1,1,1,2,3,1,0,0,8,15,5,4,7,2,3,2,3,1,6,5,1,3
2014-05-23T00:00:01,107,95,49,46,0,10,36,43,53,46,33,31,10,19,16,10,13,11,35,34,52,45,46,45,23,28,33,29,18,20,20,19,17,10,18,19,20,24,20,19,60,42,11,18,12,22,15,15,22,29,38,29,15,22,22,24,20,25,26,22,29,23,17,16,19,32,36,33,18,24,15,18,2,2,4,4,7,7,0,0,2,1,1,2,1,5,3,3,2,2,4,3,5,5,6,2,5,7,6,4,5,3,2,1,0,1,1,0,0,0,0,1,0,0,0,0,2,1,4,3,1,3,1,2,0,0,5,8,8,7,3,3,2,1,3,1,5,4,4,5
2014-04-07T00:00:01,119,97,41,49,6,11,43,45,60,57,37,49,13,12,9,12,10,6,40,33,38,33,52,51,27,34,30,32,22,27,26,20,21,13,25,26,17,21,25,26,52,53,12,18,16,12,20,20,34,36,31,29,18,16,26,19,23,18,28,24,22,18,19,16,10,20,31,37,20,31,13,11,0,0,0,0,2,3,1,0,0,3,1,1,3,7,1,2,0,1,2,0,7,3,1,4,5,5,2,1,6,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,4,3,0,3,6,0,1,2,0,13,14,8,9,5,5,5,7,5,2,7,6,2,3
2014-08-04T00:00:01,155,96,56,62,7,7,69,60,0,38,51,53,19,22,7,12,12,7,53,38,49,40,35,42,19,27,37,38,16,19,25,28,16,19,23,17,21,17,26,21,50,36,16,28,17,15,21,21,37,39,40,38,25,22,30,30,23,16,25,15,20,17,25,18,9,25,0,37,19,33,21,23,2,2,7,6,7,6,0,1,3,2,3,1,3,5,0,1,2,1,0,1,4,3,1,1,2,3,5,7,4,1,1,2,0,0,0,0,0,0,2,1,1,1,0,0,1,3,8,7,1,1,8,9,1,0,9,8,6,5,5,5,4,4,0,1,5,6,3,2
2014-07-26T00:00:01,21,15,18,27,10,13,16,19,53,39,4,1,0,4,7,2,6,6,14,14,42,43,25,15,2,7,12,10,10,11,11,9,6,10,6,8,21,17,1,6,17,12,15,18,4,4,15,12,14,13,20,20,4,9,2,7,3,7,13,5,8,6,10,16,13,20,16,10,0,4,6,0,0,0,2,3,5,5,3,4,0,0,0,0,1,0,2,4,0,2,0,1,7,8,2,2,6,5,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,1,0,0,0,1,6,4,0,0,0,1,0,0,0,0,0,0,1,1
2014-04-13T00:00:01,13,14,7,5,0,4,11,8,17,18,7,4,7,8,11,7,15,12,7,5,28,30,15,14,6,7,8,11,10,10,4,3,6,6,10,5,10,22,1,3,11,14,10,10,5,2,8,12,17,20,23,15,14,11,11,9,4,8,3,9,11,7,12,7,14,20,14,6,3,7,2,3,0,0,0,0,2,2,1,1,1,0,2,2,0,0,2,4,4,1,3,3,2,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,8,0,0,1,2,1,1,4,4,0,1,4,2,0,2,2,2,3,3,14,13
2014-03-05T00:00:01,101,77,47,47,6,8,37,43,31,29,36,52,9,10,9,12,15,6,22,25,33,36,37,34,19,24,18,22,19,22,17,13,20,17,14,12,22,14,25,20,62,51,6,17,9,10,20,10,26,29,32,34,15,14,17,23,14,11,32,28,20,17,16,15,12,19,25,26,19,35,15,22,0,0,0,0,10,6,2,2,2,4,2,4,3,4,8,6,5,1,1,4,5,3,1,0,6,9,2,3,9,3,1,2,1,1,1,0,0,0,0,0,0,0,0,0,5,5,2,0,2,3,2,3,1,0,9,11,4,3,5,5,4,2,2,1,3,5,1,2
2014-03-19T00:00:01,104,94,61,47,6,6,45,42,53,41,33,45,8,16,8,15,15,14,44,42,44,38,54,47,22,26,27,31,18,28,24,21,18,19,18,12,21,18,16,22,62,48,19,27,11,14,21,28,35,38,30,25,24,25,29,34,23,18,31,29,18,13,35,25,11,30,36,38,20,28,22,19,3,2,0,0,4,5,2,3,2,4,2,2,2,8,5,2,2,2,5,2,2,4,4,2,3,5,3,5,10,6,2,1,0,1,1,1,1,1,0,0,1,1,0,0,2,2,4,6,4,3,0,2,1,1,12,10,3,3,3,4,3,3,3,1,2,1,2,3
2014-05-11T00:00:01,15,7,5,6,0,0,6,7,24,30,3,3,1,2,1,2,7,4,3,6,42,40,10,9,4,4,2,2,9,13,2,3,8,6,2,4,10,14,3,5,7,14,8,9,1,2,9,8,24,19,18,15,9,6,7,9,6,8,7,5,5,1,6,3,15,11,10,7,0,5,2,1,1,1,4,4,6,6,2,2,2,2,0,0,0,0,1,1,2,4,0,1,1,0,0,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,2,1,7,6,3,4,0,1,0,0,8,5,0,0,1,4,1,1,0,0,0,0,0,0
2014-04-04T00:00:01,76,62,37,33,3,2,34,29,25,29,30,32,6,8,11,11,13,12,33,30,42,33,32,32,14,25,19,24,14,24,11,13,14,16,19,12,12,20,20,15,50,48,15,18,7,15,14,12,23,25,27,19,18,14,21,26,22,13,15,14,16,17,23,24,13,19,28,22,12,21,10,7,0,0,0,0,5,5,1,3,3,1,0,1,1,2,0,0,8,0,1,3,4,8,2,8,8,9,5,2,3,2,1,0,0,0,0,0,0,0,1,2,1,1,0,0,1,1,0,0,1,0,0,1,0,0,3,6,4,5,4,1,0,1,2,1,3,2,1,1
2014-06-11T00:00:01,145,109,54,51,0,10,42,42,63,60,54,45,14,18,11,11,15,8,59,45,36,35,50,58,30,39,21,31,23,28,28,27,20,22,17,19,25,24,13,16,69,64,16,18,19,23,23,20,31,34,40,37,18,16,23,38,19,19,34,30,29,25,18,24,15,24,43,42,25,30,23,25,4,2,4,4,7,6,1,3,2,2,2,3,1,5,7,6,3,3,2,0,6,9,2,4,2,1,8,4,4,1,1,3,1,0,1,0,0,1,2,1,0,0,0,0,2,5,0,1,4,3,2,0,2,1,21,16,5,6,2,7,7,6,4,3,6,6,1,2
2014-07-27T00:00:01,16,16,14,17,3,6,22,11,28,30,8,9,4,5,6,3,7,2,10,14,28,21,26,29,4,9,19,18,7,12,2,3,9,7,8,6,12,14,2,2,9,11,13,11,2,4,13,15,31,17,14,20,8,5,9,13,13,9,8,8,14,6,17,19,6,8,1,10,5,8,3,3,0,0,1,2,1,4,0,0,1,0,0,0,0,0,2,1,3,2,1,3,3,3,2,2,2,2,4,1,1,1,2,2,0,0,0,0,1,1,1,1,0,0,0,0,3,2,7,8,1,0,2,1,2,2,3,3,0,0,2,4,1,0,1,1,0,1,0,0
2014-06-21T00:00:01,13,7,4,8,0,0,12,9,32,35,5,4,1,2,1,2,7,3,6,5,31,28,15,13,2,4,11,12,6,7,10,9,6,8,3,7,15,14,5,5,9,8,7,11,1,4,12,7,9,17,17,11,8,8,4,4,4,4,6,4,5,9,8,5,9,6,6,8,4,6,0,5,0,0,1,2,8,1,3,9,2,1,0,0,0,0,1,2,3,1,1,1,3,0,1,3,1,0,4,4,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,5,9,7,3,1,7,4,0,3,9,4,0,2,1,2,1,5,1,0,2,0,4,4
2014-05-10T00:00:01,9,11,6,4,0,2,8,6,48,54,4,4,4,3,6,5,7,8,19,21,41,30,14,16,8,12,10,7,18,10,1,3,3,10,5,14,14,9,5,5,6,9,13,11,6,7,11,9,18,21,16,17,22,15,7,2,8,10,7,6,7,10,4,2,8,8,13,11,4,8,6,3,0,0,0,0,2,4,1,1,1,3,0,0,1,1,0,1,1,1,1,2,1,0,1,1,2,3,2,1,3,1,2,1,0,1,0,0,0,0,1,1,0,0,0,0,3,2,6,4,2,2,2,5,0,0,8,3,1,1,3,6,1,1,0,2,2,2,0,0
2014-05-26T00:00:01,18,13,15,15,0,5,15,9,47,42,2,4,5,3,2,8,8,7,9,11,37,34,20,21,5,10,14,11,6,7,4,14,7,8,4,7,15,19,3,4,4,7,16,14,7,3,11,6,23,14,22,20,15,12,3,6,4,8,6,4,5,4,12,12,15,17,10,8,8,10,4,7,3,2,4,6,5,7,0,0,1,0,2,2,0,0,2,5,1,2,1,0,7,6,4,7,1,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,3,1,1,1,0,0,4,0,0,2,0,1,0,0,0,2,2,2,2,0
2014-07-30T00:00:01,161,101,62,52,7,5,44,42,64,63,55,59,20,25,13,14,18,17,56,60,69,66,62,55,34,34,36,50,26,31,26,28,19,19,23,26,26,28,25,23,59,46,14,27,8,13,36,34,40,39,36,35,26,17,33,32,14,23,21,20,23,23,19,18,20,22,0,38,18,28,18,22,3,1,3,5,9,8,1,2,6,4,3,2,3,7,1,1,1,1,3,2,4,7,5,6,5,4,5,5,10,3,1,0,0,0,0,0,0,0,0,1,1,1,1,1,12,13,2,2,0,1,1,0,1,1,13,15,6,5,6,5,4,3,5,5,5,4,1,2
2014-05-22T00:00:01,123,96,49,51,0,6,46,42,77,54,45,57,4,13,7,12,12,10,41,37,52,51,44,53,30,33,20,28,34,33,18,20,16,12,26,21,24,28,28,28,58,54,12,20,21,15,21,21,23,25,30,29,27,20,23,25,24,26,31,20,29,24,30,31,15,33,34,35,19,30,16,17,6,3,3,7,7,6,1,2,3,2,1,1,5,4,2,2,3,5,2,2,1,4,2,2,3,2,2,2,4,0,2,4,1,1,0,0,0,0,2,2,0,0,1,0,3,2,2,2,2,3,0,2,2,1,15,16,7,5,4,4,5,5,6,6,4,5,5,3
2014-07-16T00:00:01,138,116,67,57,9,15,48,51,41,41,51,71,26,21,14,16,11,14,53,32,39,34,65,48,27,33,34,46,24,21,20,24,33,25,17,16,21,28,30,24,66,57,17,21,16,17,28,27,37,41,34,25,20,19,28,31,15,19,23,23,22,19,18,18,13,32,28,39,23,35,26,19,2,2,7,8,7,9,0,2,3,2,4,7,4,7,6,4,4,1,1,1,5,6,3,4,5,6,6,8,4,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,1,1,4,4,0,0,1,1,22,22,6,4,7,7,6,8,7,5,4,5,1,2
2014-07-06T00:00:01,19,11,9,10,5,4,7,5,29,29,2,4,0,2,1,4,6,5,14,14,32,19,13,15,2,3,6,7,7,6,5,5,10,7,3,7,13,18,4,3,7,6,0,7,0,2,13,12,18,11,13,17,5,5,3,5,3,5,3,3,5,5,8,10,7,8,6,4,4,4,2,3,1,1,6,4,4,4,2,4,0,3,0,0,1,1,2,3,3,3,9,9,2,3,3,2,2,1,3,3,4,0,1,3,2,0,0,0,0,0,0,0,0,2,2,0,11,8,3,3,4,5,7,6,2,2,3,5,1,2,1,1,3,3,0,0,0,1,1,0
2014-08-31T00:00:01,19,12,10,6,12,13,15,4,45,54,4,4,4,5,3,3,8,13,8,7,67,49,25,20,4,6,5,5,10,8,4,8,10,15,12,8,0,20,5,0,11,10,12,15,6,13,14,7,22,18,19,25,19,11,3,3,1,1,3,1,9,14,4,9,14,16,8,10,2,4,7,2,0,0,2,1,4,3,0,3,1,2,0,0,0,0,0,0,1,0,1,1,4,3,3,3,3,3,0,4,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,2,2,2,4,4,7,6,0,0,2,1,2,4,1,1,3,4,0,0,1,0,1,0
2014-05-01T00:00:01,102,82,62,60,0,14,45,44,58,60,39,54,10,18,11,13,14,10,39,32,45,35,48,49,24,34,27,30,25,22,17,19,20,18,15,14,23,18,23,24,65,59,8,17,14,17,24,14,35,32,41,32,21,21,24,25,29,30,30,25,20,21,20,21,17,23,35,29,19,33,20,20,1,1,2,2,6,8,4,1,10,11,2,2,5,6,3,3,5,7,2,2,6,6,8,7,4,5,3,3,6,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,4,3,2,3,2,1,2,1,2,2,14,16,4,6,5,3,3,5,3,4,2,1,6,4
2014-04-18T00:00:01,88,71,40,35,0,9,23,28,46,40,27,34,5,9,9,10,13,17,31,31,46,34,47,30,12,22,27,28,18,22,18,17,10,12,22,23,16,18,14,17,47,43,16,21,23,22,12,16,27,32,39,33,29,21,20,22,18,19,23,18,25,16,21,20,13,27,22,26,21,25,17,15,2,4,0,0,5,7,1,2,2,3,1,1,4,7,2,4,1,0,2,1,7,8,8,6,5,6,8,6,7,2,3,3,1,2,0,0,0,0,2,1,0,0,0,0,6,2,5,5,3,3,2,2,1,0,9,7,1,7,5,5,0,0,1,2,0,1,3,2
2014-08-08T00:00:01,136,100,54,54,9,11,44,43,0,52,40,47,20,26,9,21,12,13,45,35,74,51,46,31,18,22,38,45,29,30,22,25,22,18,18,23,32,29,17,16,56,40,21,20,15,18,22,28,47,41,39,30,24,15,25,29,17,16,25,9,30,27,28,19,19,30,0,22,11,28,21,19,3,2,0,4,5,6,4,4,4,5,3,1,3,6,1,0,3,2,1,1,6,7,6,6,5,6,4,5,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,4,0,0,1,1,7,7,4,4,4,1,3,3,0,2,6,5,1,2
2014-03-11T00:00:01,92,78,54,49,9,6,36,35,51,54,47,46,7,13,10,17,11,8,51,49,48,45,54,49,20,22,31,26,21,18,16,17,16,15,18,16,16,22,25,20,61,59,11,17,15,13,12,17,34,36,39,36,18,14,26,32,20,22,24,19,22,18,25,24,11,19,45,50,24,39,11,14,0,0,0,0,5,3,0,0,2,3,1,1,0,5,3,2,3,1,1,3,2,4,3,2,5,4,5,5,6,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,5,4,2,2,1,3,4,1,1,9,11,8,2,6,3,3,3,2,4,2,4,3,4
2014-08-25T00:00:01,178,103,65,62,6,7,60,52,48,52,64,67,23,26,17,21,11,6,54,51,53,58,74,67,27,48,30,39,24,21,19,24,24,23,21,26,26,28,24,24,53,57,17,21,12,21,22,23,35,30,43,45,13,9,29,31,22,21,34,32,26,24,30,31,17,31,42,45,20,37,16,19,2,1,7,5,5,7,2,2,1,0,3,3,4,8,2,1,2,2,1,1,1,2,3,2,3,3,5,4,4,1,1,2,1,0,0,0,0,0,2,1,0,0,0,0,2,1,2,1,1,2,0,1,0,1,17,11,4,3,5,7,7,5,0,8,5,5,1,0
2014-04-26T00:00:01,22,16,10,7,0,3,16,13,30,33,3,2,5,5,3,2,7,6,5,8,25,13,8,8,5,5,9,12,11,10,4,6,6,10,8,1,13,16,1,7,7,8,11,18,5,4,10,6,22,21,14,6,17,13,5,5,7,11,5,3,12,13,4,7,10,16,8,7,4,11,3,1,1,1,2,2,3,3,3,5,0,3,0,0,1,0,1,0,2,4,1,1,3,2,2,3,0,0,2,0,2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,2,3,3,2,0,1,5,4,1,0,2,2,0,1,1,1,2,2,0,0,3,3,0,0
2014-03-24T00:00:01,110,85,45,46,4,7,40,32,54,60,35,45,13,14,8,7,9,12,42,35,38,36,42,38,13,23,19,31,18,21,12,16,18,15,15,19,16,18,21,14,59,45,17,21,18,15,19,17,32,33,30,31,13,12,19,25,19,15,27,25,14,12,16,15,14,26,31,28,21,27,17,18,1,1,0,0,10,10,1,1,4,3,4,2,4,8,0,3,2,3,2,1,6,6,6,2,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,1,2,0,2,0,0,8,10,5,1,7,7,3,3,1,0,2,5,0,0
2014-03-07T00:00:01,99,79,45,42,9,10,37,45,49,57,40,49,12,10,10,15,12,5,30,31,37,37,45,40,16,21,17,28,12,15,23,21,17,17,17,11,18,21,16,21,53,40,9,12,9,11,23,14,34,33,27,17,22,16,19,20,25,21,21,26,15,19,21,15,12,21,28,29,21,31,12,17,0,0,0,0,6,6,1,2,1,1,2,2,0,3,1,1,1,1,0,1,3,3,1,0,3,3,8,4,5,0,1,2,0,1,1,0,0,0,0,0,0,0,1,0,3,3,5,2,0,2,2,2,0,0,9,9,6,6,4,5,1,1,3,3,5,5,2,2
2014-03-31T00:00:01,78,85,20,36,4,2,29,24,22,29,33,47,5,7,7,5,3,5,27,27,16,21,39,23,16,22,17,18,5,10,9,6,13,11,16,10,2,10,15,13,38,28,9,8,10,4,12,8,26,17,22,23,21,18,21,9,17,8,18,14,10,7,15,13,7,21,24,23,14,28,12,10,0,1,0,0,5,3,0,0,1,1,0,0,0,2,1,1,0,1,0,0,1,1,2,1,1,1,2,2,0,1,2,3,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,2,1,1,0,0,9,9,5,3,5,4,2,4,2,0,2,3,1,2
2014-04-03T00:00:01,109,90,44,43,9,9,26,32,46,43,39,46,9,14,14,16,9,7,45,33,42,38,50,33,19,28,24,28,20,22,13,18,17,16,12,9,13,24,17,21,66,45,18,23,10,9,15,19,17,23,31,32,27,20,22,22,19,17,18,18,17,17,19,21,10,23,31,26,13,25,12,19,1,1,0,0,8,5,3,3,2,1,2,2,1,7,4,1,2,1,1,2,4,1,2,1,3,3,3,4,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,2,1,2,0,0,2,0,9,9,7,4,6,6,3,3,2,2,1,2,0,3
2014-03-12T00:00:01,101,77,50,39,6,4,42,46,37,39,34,41,10,13,8,18,7,7,34,33,43,35,49,36,18,24,24,33,21,28,20,16,21,19,20,18,22,20,14,20,66,57,12,20,17,14,20,21,25,24,33,27,19,16,19,27,19,19,20,26,30,18,28,16,10,25,27,42,14,22,17,21,0,0,0,0,6,6,3,2,4,5,2,3,3,5,2,3,1,2,7,2,3,2,2,1,3,5,5,5,6,2,2,2,1,0,0,0,0,0,0,1,1,1,0,0,4,3,2,2,1,3,1,1,1,1,7,10,2,3,4,4,2,2,4,1,3,2,2,1
